Study.Area,Region.Label,Area,Sample.Label,Effort,object,distance
PTExercise1,Default,0,15,1,66,19.3099995
PTExercise1,Default,0,15,1,67,4.88000011
PTExercise1,Default,0,16,1,68,16
PTExercise1,Default,0,16,1,69,17.4400005
PTExercise1,Default,0,16,1,70,5.28999996
PTExercise1,Default,0,16,1,71,17.9899998
PTExercise1,Default,0,16,1,72,13.46
PTExercise1,Default,0,16,1,73,10.3599997
PTExercise1,Default,0,16,1,74,10.0200005
PTExercise1,Default,0,17,1,75,4.53999996
PTExercise1,Default,0,17,1,76,12.0100002
PTExercise1,Default,0,17,1,77,4.63999987
PTExercise1,Default,0,17,1,78,6.96999979
PTExercise1,Default,0,18,1,79,9.75
PTExercise1,Default,0,18,1,80,17
PTExercise1,Default,0,18,1,81,8.39999962
PTExercise1,Default,0,18,1,82,12.9399996
PTExercise1,Default,0,19,1,83,9.71000004
PTExercise1,Default,0,19,1,84,9.10999966
PTExercise1,Default,0,19,1,85,8.56999969
PTExercise1,Default,0,19,1,86,16.7199993
PTExercise1,Default,0,19,1,87,3.63000011
PTExercise1,Default,0,19,1,88,9.77999973
PTExercise1,Default,0,20,1,89,7.98000002
PTExercise1,Default,0,20,1,90,15.2299995
PTExercise1,Default,0,20,1,91,9.27999973
PTExercise1,Default,0,20,1,92,15.1199999
PTExercise1,Default,0,20,1,93,7.19999981
PTExercise1,Default,0,20,1,94,4.92999983
PTExercise1,Default,0,20,1,95,11.9200001
PTExercise1,Default,0,21,1,96,16.6200008
PTExercise1,Default,0,21,1,97,24.9899998
PTExercise1,Default,0,21,1,98,11.8199997
PTExercise1,Default,0,21,1,99,17.4400005
PTExercise1,Default,0,21,1,100,17.0799999
PTExercise1,Default,0,21,1,101,9.15999985
PTExercise1,Default,0,21,1,102,2.78999996
PTExercise1,Default,0,22,1,103,14.0900002
PTExercise1,Default,0,22,1,104,17.6000004
PTExercise1,Default,0,22,1,105,12.5100002
PTExercise1,Default,0,22,1,106,15.6499996
PTExercise1,Default,0,22,1,107,15.9700003
PTExercise1,Default,0,22,1,108,14.9700003
PTExercise1,Default,0,22,1,109,18.9300003
PTExercise1,Default,0,22,1,110,16.8999996
PTExercise1,Default,0,22,1,111,26.0599995
PTExercise1,Default,0,23,1,112,5.55999994
PTExercise1,Default,0,23,1,113,17.2399998
PTExercise1,Default,0,23,1,114,5.61000013
PTExercise1,Default,0,23,1,115,14.4399996
PTExercise1,Default,0,24,1,116,21.1000004
PTExercise1,Default,0,24,1,117,15.2600002
PTExercise1,Default,0,24,1,118,18.7900009
PTExercise1,Default,0,24,1,119,9.05000019
PTExercise1,Default,0,25,1,120,7.36000013
PTExercise1,Default,0,25,1,121,12.0100002
PTExercise1,Default,0,25,1,122,14.96
PTExercise1,Default,0,25,1,123,16.9099998
PTExercise1,Default,0,25,1,124,8.30000019
PTExercise1,Default,0,26,1,125,9.51000023
PTExercise1,Default,0,26,1,126,11.0900002
PTExercise1,Default,0,27,1,127,12.2700005
PTExercise1,Default,0,27,1,128,23.5900002
PTExercise1,Default,0,27,1,129,4.57999992
PTExercise1,Default,0,27,1,130,10.4300003
PTExercise1,Default,0,27,1,131,19.4200001
PTExercise1,Default,0,28,1,132,13.6000004
PTExercise1,Default,0,28,1,133,5.55999994
PTExercise1,Default,0,29,1,134,9.55000019
PTExercise1,Default,0,29,1,135,13.3100004
PTExercise1,Default,0,29,1,136,10.0500002
PTExercise1,Default,0,29,1,137,10.5500002
PTExercise1,Default,0,29,1,138,0.610000014
PTExercise1,Default,0,29,1,139,14.3999996
PTExercise1,Default,0,29,1,140,4.88999987
PTExercise1,Default,0,29,1,141,5.57999992
PTExercise1,Default,0,29,1,142,1.64999998
PTExercise1,Default,0,30,1,143,19.9400005
PTExercise1,Default,0,30,1,144,18.5900002
